match_id,matchup,p1_ai,p2_ai,winner_label,winner_index,termination,turns_completed,loadout_deck,loadout_class,loadout_barracks,loadout_battlefields,p1_final_score,p2_final_score
806,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,High Command Spire,"Breach Point, Grand Cathedral, Martyr’s Square",57.5,87.0
807,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,War-Wrought Citadel,"Grand Cathedral, Bloodletting Altar, Breach Point",124.25,74.25
808,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,War-Wrought Citadel,"Hall of Mirrors, Bloodletting Altar, Breach Point",148.75,120.25
809,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Arch-Hierarch,Sanctum of the Fallen,"Arcane Nexus, Silent Chasm, Ironheart Forges",53.0,112.25
810,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Ash Chancellor,War-Wrought Citadel,"Arcane Nexus, Bloodletting Altar, Ironheart Forges",74.75,118.0
811,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,27,Inspiring Defenders,Vanguard,Sanctum of the Fallen,"Scorched Wastes, Breach Point, Silent Chasm",40.25,88.75
812,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,12,Relentless Assault,Vanguard,Ossuary Keep,"Ironheart Forges, Arcane Nexus, Grand Cathedral",34.25,81.75
813,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,Ossuary Keep,"Hall of Mirrors, Scorched Wastes, Bloodletting Altar",118.0,144.0
814,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,Sanctum of the Fallen,"Ironheart Forges, Scorched Wastes, Breach Point",71.25,94.75
815,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,Quartermaster's Bastion,"Hall of Mirrors, Martyr’s Square, Scorched Wastes",63.0,70.75
816,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,45,Inspiring Defenders,Grand Strategist,War-Wrought Citadel,"Silent Chasm, Hall of Mirrors, Bloodletting Altar",163.0,114.0
817,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,Sanctum of the Fallen,"Breach Point, Arcane Nexus, Scorched Wastes",93.75,178.5
818,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Storm Warden,Ossuary Keep,"Ironheart Forges, Scorched Wastes, Arcane Nexus",60.5,85.5
819,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Vanguard,War-Wrought Citadel,"Breach Point, Bloodletting Altar, Scorched Wastes",42.0,89.25
820,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,23,Relentless Assault,Ash Chancellor,Quartermaster's Bastion,"Breach Point, Silent Chasm, Ironheart Forges",54.25,78.75
821,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Grand Strategist,Quartermaster's Bastion,"Silent Chasm, Grand Cathedral, Ironheart Forges",145.75,101.75
822,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Arch-Hierarch,War-Wrought Citadel,"Silent Chasm, Arcane Nexus, Breach Point",63.0,96.75
823,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Arcane Manipulators,Ash Chancellor,Quartermaster's Bastion,"Arcane Nexus, Ironheart Forges, Hall of Mirrors",102.5,59.5
824,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,11,Sacrificial Cult,Arch-Hierarch,High Command Spire,"Martyr’s Square, Silent Chasm, Grand Cathedral",36.25,67.25
825,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,High Command Spire,"Breach Point, Grand Cathedral, Scorched Wastes",136.5,112.5
826,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Sacrificial Cult,Storm Warden,Quartermaster's Bastion,"Ironheart Forges, Martyr’s Square, Grand Cathedral",92.25,49.75
827,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,War-Wrought Citadel,"Hall of Mirrors, Martyr’s Square, Grand Cathedral",81.5,183.5
828,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Ash Chancellor,War-Wrought Citadel,"Bloodletting Altar, Arcane Nexus, Breach Point",70.5,112.0
829,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Ash Chancellor,Quartermaster's Bastion,"Hall of Mirrors, Silent Chasm, Martyr’s Square",94.25,100.75
830,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Storm Warden,Sanctum of the Fallen,"Scorched Wastes, Arcane Nexus, Ironheart Forges",57.25,81.5
831,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,War-Wrought Citadel,"Martyr’s Square, Scorched Wastes, Silent Chasm",73.75,59.0
832,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,Sanctum of the Fallen,"Breach Point, Arcane Nexus, Silent Chasm",145.5,133.5
833,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Relentless Assault,Storm Warden,High Command Spire,"Silent Chasm, Bloodletting Altar, Ironheart Forges",99.5,43.5
834,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Sacrificial Cult,Grand Strategist,Ossuary Keep,"Arcane Nexus, Martyr’s Square, Ironheart Forges",133.75,113.75
835,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Ash Chancellor,War-Wrought Citadel,"Scorched Wastes, Martyr’s Square, Arcane Nexus",57.0,108.75
836,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,38,Sacrificial Cult,Vanguard,Quartermaster's Bastion,"Silent Chasm, Scorched Wastes, Grand Cathedral",102.0,34.75
837,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Arch-Hierarch,Quartermaster's Bastion,"Arcane Nexus, Grand Cathedral, Martyr’s Square",111.75,52.25
838,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,Quartermaster's Bastion,"Bloodletting Altar, Martyr’s Square, Arcane Nexus",43.75,88.0
839,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Sacrificial Cult,Vanguard,War-Wrought Citadel,"Hall of Mirrors, Scorched Wastes, Martyr’s Square",83.5,57.0
840,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,16,Arcane Manipulators,Vanguard,Ossuary Keep,"Breach Point, Grand Cathedral, Ironheart Forges",20.25,86.0
841,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Storm Warden,War-Wrought Citadel,"Scorched Wastes, Hall of Mirrors, Breach Point",74.75,94.5
842,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Vanguard,Ossuary Keep,"Hall of Mirrors, Breach Point, Martyr’s Square",68.75,63.0
843,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Vanguard,Quartermaster's Bastion,"Ironheart Forges, Scorched Wastes, Breach Point",91.25,73.5
844,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,Ossuary Keep,"Martyr’s Square, Grand Cathedral, Ironheart Forges",113.25,115.25
845,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Vanguard,High Command Spire,"Ironheart Forges, Martyr’s Square, Breach Point",59.0,81.5
846,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Sacrificial Cult,Ash Chancellor,High Command Spire,"Silent Chasm, Breach Point, Arcane Nexus",116.0,38.0
847,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Grand Strategist,High Command Spire,"Martyr’s Square, Hall of Mirrors, Scorched Wastes",147.25,133.25
848,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Storm Warden,High Command Spire,"Hall of Mirrors, Scorched Wastes, Ironheart Forges",110.75,68.5
849,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,52,Sacrificial Cult,Vanguard,High Command Spire,"Grand Cathedral, Bloodletting Altar, Hall of Mirrors",78.75,64.5
850,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,11,Inspiring Defenders,Storm Warden,Ossuary Keep,"Bloodletting Altar, Ironheart Forges, Arcane Nexus",23.25,92.5
851,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Storm Warden,War-Wrought Citadel,"Ironheart Forges, Bloodletting Altar, Grand Cathedral",62.25,91.5
852,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,38,Sacrificial Cult,Storm Warden,High Command Spire,"Grand Cathedral, Scorched Wastes, Arcane Nexus",18.5,124.5
853,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Ash Chancellor,High Command Spire,"Arcane Nexus, Grand Cathedral, Breach Point",92.75,100.0
854,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Vanguard,Ossuary Keep,"Breach Point, Bloodletting Altar, Silent Chasm",88.5,47.5
855,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Storm Warden,Sanctum of the Fallen,"Scorched Wastes, Arcane Nexus, Bloodletting Altar",93.0,64.0
856,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,Ossuary Keep,"Breach Point, Grand Cathedral, Arcane Nexus",53.75,94.75
857,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Storm Warden,Sanctum of the Fallen,"Breach Point, Ironheart Forges, Martyr’s Square",78.5,71.0
858,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Grand Strategist,Quartermaster's Bastion,"Bloodletting Altar, Scorched Wastes, Silent Chasm",133.75,117.25
859,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Vanguard,War-Wrought Citadel,"Silent Chasm, Bloodletting Altar, Hall of Mirrors",78.75,104.75
860,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Relentless Assault,Storm Warden,War-Wrought Citadel,"Scorched Wastes, Breach Point, Hall of Mirrors",91.75,46.0
861,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Vanguard,Quartermaster's Bastion,"Ironheart Forges, Bloodletting Altar, Silent Chasm",84.5,41.5
862,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Storm Warden,War-Wrought Citadel,"Scorched Wastes, Silent Chasm, Arcane Nexus",82.5,43.75
863,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Ash Chancellor,War-Wrought Citadel,"Arcane Nexus, Scorched Wastes, Bloodletting Altar",61.0,107.25
864,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,22,Relentless Assault,Ash Chancellor,High Command Spire,"Bloodletting Altar, Grand Cathedral, Martyr’s Square",30.75,107.25
865,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,Quartermaster's Bastion,"Hall of Mirrors, Arcane Nexus, Bloodletting Altar",112.5,66.25
866,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Siege Masters,Storm Warden,Quartermaster's Bastion,"Martyr’s Square, Bloodletting Altar, Arcane Nexus",102.0,37.5
867,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,43,Siege Masters,Storm Warden,Quartermaster's Bastion,"Bloodletting Altar, Scorched Wastes, Arcane Nexus",53.75,89.25
868,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,11,Inspiring Defenders,Grand Strategist,Quartermaster's Bastion,"Martyr’s Square, Bloodletting Altar, Grand Cathedral",55.25,96.25
869,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Storm Warden,Sanctum of the Fallen,"Hall of Mirrors, Ironheart Forges, Martyr’s Square",52.0,72.5
870,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,7,Relentless Assault,Arch-Hierarch,Quartermaster's Bastion,"Breach Point, Scorched Wastes, Martyr’s Square",20.0,80.5
871,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Vanguard,War-Wrought Citadel,"Scorched Wastes, Hall of Mirrors, Bloodletting Altar",47.5,110.25
872,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,32,Relentless Assault,Grand Strategist,Quartermaster's Bastion,"Breach Point, Martyr’s Square, Scorched Wastes",49.0,131.0
873,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Storm Warden,Quartermaster's Bastion,"Silent Chasm, Breach Point, Scorched Wastes",95.5,44.5
874,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,Sanctum of the Fallen,"Hall of Mirrors, Silent Chasm, Arcane Nexus",126.5,168.0
875,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Sacrificial Cult,Ash Chancellor,High Command Spire,"Hall of Mirrors, Ironheart Forges, Silent Chasm",98.0,66.5
876,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Storm Warden,Ossuary Keep,"Silent Chasm, Martyr’s Square, Arcane Nexus",65.0,89.0
877,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Ash Chancellor,Sanctum of the Fallen,"Hall of Mirrors, Bloodletting Altar, Grand Cathedral",71.0,105.5
878,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Relentless Assault,Ash Chancellor,High Command Spire,"Arcane Nexus, Breach Point, Martyr’s Square",113.5,33.5
879,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Storm Warden,High Command Spire,"Bloodletting Altar, Martyr’s Square, Hall of Mirrors",80.5,67.25
880,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Grand Strategist,Quartermaster's Bastion,"Grand Cathedral, Breach Point, Bloodletting Altar",93.75,151.0
881,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,High Command Spire,"Bloodletting Altar, Ironheart Forges, Martyr’s Square",97.0,32.0
882,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,High Command Spire,"Silent Chasm, Arcane Nexus, Bloodletting Altar",52.5,122.5
883,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,29,Relentless Assault,Arch-Hierarch,Sanctum of the Fallen,"Grand Cathedral, Silent Chasm, Martyr’s Square",42.5,101.25
884,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,Ossuary Keep,"Breach Point, Scorched Wastes, Hall of Mirrors",150.75,97.0
885,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,High Command Spire,"Silent Chasm, Ironheart Forges, Scorched Wastes",100.0,163.0
886,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,Sanctum of the Fallen,"Ironheart Forges, Breach Point, Arcane Nexus",127.0,144.5
887,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,Ossuary Keep,"Grand Cathedral, Ironheart Forges, Silent Chasm",52.75,101.75
888,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Arch-Hierarch,Ossuary Keep,"Bloodletting Altar, Breach Point, Silent Chasm",67.25,65.75
889,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Ash Chancellor,Ossuary Keep,"Bloodletting Altar, Scorched Wastes, Hall of Mirrors",83.25,79.75
890,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Grand Strategist,Quartermaster's Bastion,"Ironheart Forges, Hall of Mirrors, Silent Chasm",156.75,90.0
891,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,17,Arcane Manipulators,Ash Chancellor,High Command Spire,"Arcane Nexus, Martyr’s Square, Grand Cathedral",44.5,75.0
892,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Grand Strategist,Quartermaster's Bastion,"Arcane Nexus, Silent Chasm, Breach Point",121.25,139.0
893,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Vanguard,High Command Spire,"Martyr’s Square, Ironheart Forges, Grand Cathedral",50.25,84.25
894,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,38,Siege Masters,Ash Chancellor,High Command Spire,"Breach Point, Silent Chasm, Ironheart Forges",48.5,91.0
895,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Ash Chancellor,War-Wrought Citadel,"Bloodletting Altar, Hall of Mirrors, Grand Cathedral",80.0,76.5
896,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Ash Chancellor,High Command Spire,"Grand Cathedral, Scorched Wastes, Silent Chasm",53.25,121.75
897,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Sacrificial Cult,Vanguard,Quartermaster's Bastion,"Hall of Mirrors, Bloodletting Altar, Breach Point",116.25,34.5
898,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Siege Masters,Grand Strategist,Ossuary Keep,"Arcane Nexus, Bloodletting Altar, Silent Chasm",151.0,91.75
899,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,50,Sacrificial Cult,Grand Strategist,Sanctum of the Fallen,"Silent Chasm, Hall of Mirrors, Grand Cathedral",163.0,105.5
900,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Arch-Hierarch,High Command Spire,"Grand Cathedral, Ironheart Forges, Breach Point",42.5,73.5
901,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Arch-Hierarch,Sanctum of the Fallen,"Bloodletting Altar, Hall of Mirrors, Breach Point",124.5,72.5
902,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,21,Siege Masters,Arch-Hierarch,War-Wrought Citadel,"Ironheart Forges, Arcane Nexus, Martyr’s Square",26.0,95.25
903,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Grand Strategist,Ossuary Keep,"Bloodletting Altar, Silent Chasm, Hall of Mirrors",134.25,154.75
904,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,24,Arcane Manipulators,Storm Warden,Quartermaster's Bastion,"Bloodletting Altar, Grand Cathedral, Arcane Nexus",29.5,104.5
905,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Storm Warden,High Command Spire,"Silent Chasm, Ironheart Forges, Breach Point",72.75,65.0
906,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Relentless Assault,Arch-Hierarch,Quartermaster's Bastion,"Martyr’s Square, Breach Point, Scorched Wastes",77.5,65.0
907,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,Ossuary Keep,"Bloodletting Altar, Breach Point, Arcane Nexus",74.5,61.0
908,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Arch-Hierarch,Quartermaster's Bastion,"Bloodletting Altar, Grand Cathedral, Martyr’s Square",56.5,91.0
909,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Storm Warden,High Command Spire,"Silent Chasm, Ironheart Forges, Arcane Nexus",106.25,51.5
910,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Ash Chancellor,Ossuary Keep,"Breach Point, Hall of Mirrors, Grand Cathedral",96.0,68.0
911,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Storm Warden,Sanctum of the Fallen,"Silent Chasm, Grand Cathedral, Martyr’s Square",82.0,63.25
912,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Arch-Hierarch,Sanctum of the Fallen,"Arcane Nexus, Bloodletting Altar, Hall of Mirrors",115.25,62.75
913,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Vanguard,Sanctum of the Fallen,"Ironheart Forges, Hall of Mirrors, Silent Chasm",90.0,85.75
914,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,Sanctum of the Fallen,"Breach Point, Arcane Nexus, Martyr’s Square",122.75,147.0
915,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Vanguard,Sanctum of the Fallen,"Breach Point, Hall of Mirrors, Arcane Nexus",84.75,88.75
916,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Vanguard,Quartermaster's Bastion,"Hall of Mirrors, Breach Point, Martyr’s Square",87.75,54.25
917,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Sacrificial Cult,Ash Chancellor,War-Wrought Citadel,"Scorched Wastes, Breach Point, Martyr’s Square",103.0,51.75
918,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Storm Warden,War-Wrought Citadel,"Bloodletting Altar, Scorched Wastes, Martyr’s Square",68.25,83.5
919,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,37,Sacrificial Cult,Ash Chancellor,Quartermaster's Bastion,"Bloodletting Altar, Arcane Nexus, Grand Cathedral",57.5,102.75
920,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Ash Chancellor,War-Wrought Citadel,"Grand Cathedral, Bloodletting Altar, Arcane Nexus",88.5,107.75
921,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Sacrificial Cult,Ash Chancellor,High Command Spire,"Arcane Nexus, Hall of Mirrors, Martyr’s Square",108.75,56.5
922,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Grand Strategist,Sanctum of the Fallen,"Breach Point, Hall of Mirrors, Ironheart Forges",99.5,172.5
923,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Storm Warden,Quartermaster's Bastion,"Silent Chasm, Hall of Mirrors, Breach Point",87.0,55.0
924,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Storm Warden,Ossuary Keep,"Ironheart Forges, Bloodletting Altar, Grand Cathedral",81.5,75.75
925,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Siege Masters,Ash Chancellor,High Command Spire,"Silent Chasm, Ironheart Forges, Hall of Mirrors",85.0,77.5
926,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,33,Inspiring Defenders,Arch-Hierarch,Quartermaster's Bastion,"Bloodletting Altar, Breach Point, Silent Chasm",58.5,98.75
927,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,Sanctum of the Fallen,"Arcane Nexus, Hall of Mirrors, Ironheart Forges",121.75,180.0
928,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,Ossuary Keep,"Arcane Nexus, Hall of Mirrors, Bloodletting Altar",122.25,128.5
929,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,21,Relentless Assault,Grand Strategist,War-Wrought Citadel,"Bloodletting Altar, Ironheart Forges, Martyr’s Square",38.75,123.5
930,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,41,Sacrificial Cult,Grand Strategist,Ossuary Keep,"Breach Point, Silent Chasm, Scorched Wastes",157.75,74.5
931,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Vanguard,Sanctum of the Fallen,"Hall of Mirrors, Arcane Nexus, Martyr’s Square",86.0,84.25
932,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Ash Chancellor,War-Wrought Citadel,"Martyr’s Square, Silent Chasm, Scorched Wastes",68.5,77.75
933,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Arch-Hierarch,Quartermaster's Bastion,"Scorched Wastes, Ironheart Forges, Arcane Nexus",71.5,119.5
934,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Vanguard,High Command Spire,"Bloodletting Altar, Silent Chasm, Breach Point",70.75,71.5
935,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Grand Strategist,Quartermaster's Bastion,"Bloodletting Altar, Arcane Nexus, Hall of Mirrors",114.25,162.5
936,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Vanguard,Quartermaster's Bastion,"Scorched Wastes, Grand Cathedral, Bloodletting Altar",72.0,105.75
937,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Arch-Hierarch,Quartermaster's Bastion,"Martyr’s Square, Breach Point, Silent Chasm",41.0,83.25
938,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Vanguard,Sanctum of the Fallen,"Martyr’s Square, Grand Cathedral, Ironheart Forges",40.75,112.0
939,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Grand Strategist,Sanctum of the Fallen,"Silent Chasm, Scorched Wastes, Hall of Mirrors",170.75,85.5
940,mediocre_vs_good,mediocre,good,Player 1,0,winner_declared,51,Arcane Manipulators,Arch-Hierarch,Ossuary Keep,"Silent Chasm, Hall of Mirrors, Arcane Nexus",127.0,82.25
941,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Relentless Assault,Grand Strategist,Sanctum of the Fallen,"Silent Chasm, Ironheart Forges, Grand Cathedral",113.25,158.0
942,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Arcane Manipulators,Grand Strategist,Quartermaster's Bastion,"Arcane Nexus, Ironheart Forges, Martyr’s Square",98.75,147.5
943,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Vanguard,War-Wrought Citadel,"Bloodletting Altar, Hall of Mirrors, Arcane Nexus",49.25,105.0
944,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Vanguard,Ossuary Keep,"Silent Chasm, Ironheart Forges, Martyr’s Square",93.0,72.0
945,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Ash Chancellor,Sanctum of the Fallen,"Arcane Nexus, Scorched Wastes, Silent Chasm",83.5,98.0
946,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Sacrificial Cult,Ash Chancellor,High Command Spire,"Ironheart Forges, Martyr’s Square, Silent Chasm",95.0,52.75
947,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,51,Inspiring Defenders,Storm Warden,War-Wrought Citadel,"Hall of Mirrors, Grand Cathedral, Arcane Nexus",108.25,77.75
948,mediocre_vs_good,mediocre,good,Player 2,1,winner_declared,14,Arcane Manipulators,Arch-Hierarch,Sanctum of the Fallen,"Bloodletting Altar, Ironheart Forges, Martyr’s Square",28.75,78.5
